Sample Index,Export Time (s),Inference Time (s),Inject Time (s)
56,3.2457330226898193,0.015494585037231445,0.011448144912719727
57,3.221993923187256,0.015800952911376953,0.011421442031860352
58,5.373456239700317,0.016087770462036133,0.01138615608215332
59,3.2083652019500732,0.03385782241821289,0.011421442031860352
60,3.240138292312622,0.02018284797668457,0.011415243148803711
61,3.189418315887451,0.0251462459564209,0.011406183242797852
62,3.217054605484009,0.033327341079711914,0.011443138122558594
63,3.2034621238708496,0.02666163444519043,0.011420249938964844
64,3.1323935985565186,0.025285005569458008,0.011404752731323242
65,3.1466240882873535,0.0257108211517334,0.011435508728027344
66,5.498662233352661,0.02077317237854004,0.011433839797973633
67,3.2480781078338623,0.026189327239990234,0.011413335800170898
68,3.2495813369750977,0.02092456817626953,0.011422872543334961
69,3.2489423751831055,0.0171051025390625,0.01143193244934082
70,3.2049126625061035,0.01528310775756836,0.011416196823120117
71,3.230084180831909,0.015550374984741211,0.011415481567382812
72,3.1579582691192627,0.01495218276977539,0.011415958404541016
73,3.2019879817962646,0.016068696975708008,0.011412382125854492
74,5.573347806930542,0.015705108642578125,0.011411190032958984
75,3.174868583679199,0.015265226364135742,0.011413335800170898
76,3.2227869033813477,0.0145416259765625,0.011426925659179688
77,3.1308765411376953,0.0157015323638916,0.011455297470092773
78,3.1665151119232178,0.015857219696044922,0.011427640914916992
79,3.2098443508148193,0.014682769775390625,0.011412382125854492
80,3.1247150897979736,0.01663351058959961,0.011464834213256836
81,3.129786968231201,0.015465259552001953,0.011446952819824219
82,5.6486852169036865,0.014979839324951172,0.01140737533569336
83,3.179107666015625,0.014868497848510742,0.011400938034057617
84,3.229206085205078,0.015748023986816406,0.01141977310180664
85,3.2407402992248535,0.0212705135345459,0.011420965194702148
86,3.2369015216827393,0.02527165412902832,0.011471748352050781
87,3.179992437362671,0.019826889038085938,0.01148080825805664
88,3.182631731033325,0.017629623413085938,0.011420488357543945
89,3.2198238372802734,0.01581859588623047,0.011453866958618164
90,3.2161853313446045,0.022331714630126953,0.011414051055908203
91,5.735946893692017,0.026651620864868164,0.011397123336791992
92,3.152292490005493,0.014889001846313477,0.011420965194702148
93,3.1641664505004883,0.021512985229492188,0.011445999145507812
94,3.2089428901672363,0.02422642707824707,0.011416196823120117
95,3.2460780143737793,0.015980005264282227,0.011412620544433594
96,3.161438226699829,0.03296208381652832,0.011425018310546875
97,3.1595396995544434,0.020373106002807617,0.011406183242797852
98,3.155027151107788,0.025373220443725586,0.011419534683227539
99,3.124234914779663,0.02064800262451172,0.011415243148803711
